run_id,run_timestamp_utc,model,division,trial_index,random_state,years,brier_pooled,logloss_pooled,is_best_in_division_run,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,brier_year_2022,brier_year_2023,brier_year_2024,brier_year_2025
d6faa063cc014c209025e4913f089d8f,2026-02-28T23:04:36.024336+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.1952384859323501,0.5764882946513387,True,243,0.0410700971,7,11.8712207371,0.8789472116,0.6376709392,3.068383032,0.0708365364,4.9396092131,0.2167410850524902,0.2125056982040405,0.194440558552742,0.1572665274143219
d6faa063cc014c209025e4913f089d8f,2026-02-28T23:04:36.024336+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2017681896686554,0.5944471498141078,False,689,0.0426199094,2,1.9634085769,0.9707059955,0.857546048,0.143607987,9.78876e-05,0.0116892847,0.2277388274669647,0.2226889282464981,0.20499187707901,0.1516531407833099
d6faa063cc014c209025e4913f089d8f,2026-02-28T23:04:36.024336+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1535303443670272,0.456659921785998,False,681,0.0115131795,6,0.5383424221,0.935685033,0.834857219,9.01e-07,0.0583620376,0.017341303,0.1656171530485153,0.2179971933364868,0.1300404220819473,0.1004666462540626
d6faa063cc014c209025e4913f089d8f,2026-02-28T23:04:36.024336+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1498068273067474,0.4406684685695177,True,437,0.0427085494,4,16.9606023041,0.9567606677,0.7114532102,2.6483e-06,6.28053e-05,0.0010451078,0.174443244934082,0.1901764869689941,0.1189467310905456,0.1156609058380127
eb2c2cbdb5a047ae8adcc1e538ad105a,2026-02-28T23:04:36.463769+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.1952384859323501,0.5764882946513387,True,243,0.0410700971,7,11.8712207371,0.8789472116,0.6376709392,3.068383032,0.0708365364,4.9396092131,0.2167410850524902,0.2125056982040405,0.194440558552742,0.1572665274143219
eb2c2cbdb5a047ae8adcc1e538ad105a,2026-02-28T23:04:36.463769+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2017681896686554,0.5944471498141078,False,689,0.0426199094,2,1.9634085769,0.9707059955,0.857546048,0.143607987,9.78876e-05,0.0116892847,0.2277388274669647,0.2226889282464981,0.20499187707901,0.1516531407833099
eb2c2cbdb5a047ae8adcc1e538ad105a,2026-02-28T23:04:36.463769+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1535303443670272,0.456659921785998,False,681,0.0115131795,6,0.5383424221,0.935685033,0.834857219,9.01e-07,0.0583620376,0.017341303,0.1656171530485153,0.2179971933364868,0.1300404220819473,0.1004666462540626
eb2c2cbdb5a047ae8adcc1e538ad105a,2026-02-28T23:04:36.463769+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1498068273067474,0.4406684685695177,True,437,0.0427085494,4,16.9606023041,0.9567606677,0.7114532102,2.6483e-06,6.28053e-05,0.0010451078,0.174443244934082,0.1901764869689941,0.1189467310905456,0.1156609058380127
d4ba31ab2e3d4f539c05ee2630cf4028,2026-02-28T23:05:13.505109+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.1952384859323501,0.5764882946513387,True,243,0.0410700971,7,11.8712207371,0.8789472116,0.6376709392,3.068383032,0.0708365364,4.9396092131,0.2167410850524902,0.2125056982040405,0.194440558552742,0.1572665274143219
d4ba31ab2e3d4f539c05ee2630cf4028,2026-02-28T23:05:13.505109+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2017681896686554,0.5944471498141078,False,689,0.0426199094,2,1.9634085769,0.9707059955,0.857546048,0.143607987,9.78876e-05,0.0116892847,0.2277388274669647,0.2226889282464981,0.20499187707901,0.1516531407833099
d4ba31ab2e3d4f539c05ee2630cf4028,2026-02-28T23:05:13.505109+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1535303443670272,0.456659921785998,False,681,0.0115131795,6,0.5383424221,0.935685033,0.834857219,9.01e-07,0.0583620376,0.017341303,0.1656171530485153,0.2179971933364868,0.1300404220819473,0.1004666462540626
d4ba31ab2e3d4f539c05ee2630cf4028,2026-02-28T23:05:13.505109+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1498068273067474,0.4406684685695177,True,437,0.0427085494,4,16.9606023041,0.9567606677,0.7114532102,2.6483e-06,6.28053e-05,0.0010451078,0.174443244934082,0.1901764869689941,0.1189467310905456,0.1156609058380127
10cf2a3685cb4e6b84444c2ee6b6b8fb,2026-02-28T23:05:26.430876+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.1952384859323501,0.5764882946513387,True,243,0.0410700971,7,11.8712207371,0.8789472116,0.6376709392,3.068383032,0.0708365364,4.9396092131,0.2167410850524902,0.2125056982040405,0.194440558552742,0.1572665274143219
10cf2a3685cb4e6b84444c2ee6b6b8fb,2026-02-28T23:05:26.430876+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2017681896686554,0.5944471498141078,False,689,0.0426199094,2,1.9634085769,0.9707059955,0.857546048,0.143607987,9.78876e-05,0.0116892847,0.2277388274669647,0.2226889282464981,0.20499187707901,0.1516531407833099
10cf2a3685cb4e6b84444c2ee6b6b8fb,2026-02-28T23:05:26.430876+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1535303443670272,0.456659921785998,False,681,0.0115131795,6,0.5383424221,0.935685033,0.834857219,9.01e-07,0.0583620376,0.017341303,0.1656171530485153,0.2179971933364868,0.1300404220819473,0.1004666462540626
10cf2a3685cb4e6b84444c2ee6b6b8fb,2026-02-28T23:05:26.430876+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1498068273067474,0.4406684685695177,True,437,0.0427085494,4,16.9606023041,0.9567606677,0.7114532102,2.6483e-06,6.28053e-05,0.0010451078,0.174443244934082,0.1901764869689941,0.1189467310905456,0.1156609058380127
284ce88af40c4b548c6409825de9221b,2026-02-28T23:26:01.258661+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
284ce88af40c4b548c6409825de9221b,2026-02-28T23:26:01.258661+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2288032919168472,0.7116665160254204,False,1321,0.0546729674,27,10.4012004801,0.7773656795,0.6908954887,3.59e-08,0.0048414962,0.046334757,0.2656558454036712,0.2415270209312439,0.2317323088645935,0.1762978881597519
284ce88af40c4b548c6409825de9221b,2026-02-28T23:26:01.258661+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,False,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
284ce88af40c4b548c6409825de9221b,2026-02-28T23:26:01.258661+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1428210139274597,0.4335581978084178,True,2250,0.0056496583,26,1.397007247,0.7687998299,0.60163109,1.9023027719,0.0006548688,27.6135294735,0.1682748794555664,0.1737628132104873,0.1244973167777061,0.1047489941120147
b180a2ead4164a4db89369fe7be6e402,2026-02-28T23:32:31.932995+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
b180a2ead4164a4db89369fe7be6e402,2026-02-28T23:32:31.932995+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,True,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
a1d2ac214d2d433eae9f6dcf48f18a89,2026-02-28T23:34:53.382431+00:00,xgboost,men,1,42,2025,0.1512815803289413,0.4589005694180703,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,,,,0.1512815803289413
a1d2ac214d2d433eae9f6dcf48f18a89,2026-02-28T23:34:53.382431+00:00,xgboost,women,1,43,2025,0.1139025539159774,0.3818212156183007,True,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,,,,0.1139025539159774
5cf2369dfb6a4028ab76f0683120a67d,2026-02-28T23:35:28.404081+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
5cf2369dfb6a4028ab76f0683120a67d,2026-02-28T23:35:28.404081+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,True,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,False,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2288032919168472,0.7116665160254204,False,1321,0.0546729674,27,10.4012004801,0.7773656795,0.6908954887,3.59e-08,0.0048414962,0.046334757,0.2656558454036712,0.2415270209312439,0.2317323088645935,0.1762978881597519
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,3,42,2022|2023|2024|2025,0.2606812119483948,0.8820431379089702,False,805,0.2573398934,29,8.8305359496,0.6778554831,0.7866884015,0.0,0.0,3.1594757836,0.2701261341571808,0.2597965002059936,0.2769079506397247,0.2358942180871963
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,4,42,2022|2023|2024|2025,0.2194537669420242,0.679149890845081,False,2149,0.0075751785,29,1.9609597419,0.7878223245,0.6757885436,0.0,1.102e-06,0.1132827424,0.2557586431503296,0.2276800125837326,0.2287335842847824,0.1656427085399627
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,5,42,2022|2023|2024|2025,0.2512524425983429,0.932325614672611,False,1223,0.0776237296,25,1.5827054692,0.9329039206,0.921905743,3.2222e-06,1.81e-07,0.0,0.2811020910739898,0.2530958652496338,0.2640524804592132,0.2067593336105346
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,6,42,2022|2023|2024|2025,0.2251013815402984,0.697240924089684,False,4122,0.1330103054,1,5.8089944545,0.8820661515,0.9122916124,0.0008860589,0.0,0.0,0.2799317538738251,0.2500737011432647,0.232496976852417,0.1379030495882034
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,7,42,2022|2023|2024|2025,0.2341769784688949,0.7606921442824861,False,2478,0.018684201,20,4.022649155,0.905999543,0.853887328,0.0007320257,1.89e-08,0.0101935848,0.2643908262252807,0.2434234917163849,0.2498770505189895,0.1790165305137634
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,8,42,2022|2023|2024|2025,0.2634327113628387,1.0593612006885107,False,1744,0.201052416,12,1.1851002644,0.6233210967,0.7125535568,0.0057278536,0.1135230059,0.0812081603,0.2816138863563537,0.2606181800365448,0.3094831109046936,0.2020158320665359
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,9,42,2022|2023|2024|2025,0.2089056074619293,0.6316893628201083,False,2380,0.0028226362,24,0.5436959626,0.6360191443,0.8889437402,2.529e-07,2.349e-07,0.1248748433,0.2398490309715271,0.2205587774515152,0.2136142402887344,0.1616002917289734
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,men,10,42,2022|2023|2024|2025,0.197184070944786,0.5812096080742829,True,1247,0.0065128651,12,5.1135267243,0.7447250442,0.6350599677,0.0,1.5039251303,0.0177547669,0.22152741253376,0.2133438885211944,0.1991237252950668,0.1547412127256393
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,False,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1428210139274597,0.4335581978084178,True,2250,0.0056496583,26,1.397007247,0.7687998299,0.60163109,1.9023027719,0.0006548688,27.6135294735,0.1682748794555664,0.1737628132104873,0.1244973167777061,0.1047489941120147
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,3,43,2022|2023|2024|2025,0.1878642141819,0.6095177855767366,False,4954,0.3505679671,18,19.8443291966,0.6135058617,0.6474242408,1.251e-07,5.0139e-06,0.0017292618,0.2084340453147888,0.2319493442773819,0.1714838147163391,0.139589712023735
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,4,43,2022|2023|2024|2025,0.1910071969032287,0.6711160297736793,False,3544,0.0315538707,14,0.7760475524,0.7365700344,0.8018206997,4.31267e-05,6.92e-08,0.0022283647,0.1852073818445205,0.2843834459781647,0.1644328534603119,0.1300051659345626
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,5,43,2022|2023|2024|2025,0.1528441607952118,0.4515532956945415,False,3514,0.0016736619,17,3.6532441959,0.9403075932,0.7155185041,0.0,6.61443e-05,0.0051528028,0.1707917153835296,0.2081241756677627,0.1275151073932647,0.1049455925822258
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,6,43,2022|2023|2024|2025,0.2082596123218536,0.6952704751431388,False,3382,0.1885618694,1,2.6794792186,0.8294522435,0.9205312652,0.3147303165,5.548e-07,0.0,0.2125246077775955,0.2332338392734527,0.2037873268127441,0.1834926754236221
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,7,43,2022|2023|2024|2025,0.1653604358434677,0.4997500847960413,False,1752,0.0433450169,12,4.0417108081,0.9515264877,0.9311113292,1.168e-07,1.8852754053,1.4704863369,0.1940596550703048,0.2347353994846344,0.1254129111766815,0.1072337329387664
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,8,43,2022|2023|2024|2025,0.1839919537305832,0.6095555497836898,False,2565,0.1727956564,20,6.3044434655,0.8496771404,0.760704636,0.0001700936,0.005939386,0.2301878846,0.1916453689336776,0.2502880692481994,0.1408142894506454,0.1532200425863266
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,9,43,2022|2023|2024|2025,0.1828164905309677,0.6035202219466936,False,4078,0.0769168032,16,6.4822066254,0.6877893828,0.9707738944,0.0053142062,3.416e-06,1.5598940315,0.1949854642152786,0.2552744150161743,0.1526748836040496,0.1283312737941742
9c25a1b2b5cb46a8aaf403968c26b6f8,2026-02-28T23:44:35.197975+00:00,xgboost,women,10,43,2022|2023|2024|2025,0.1727437973022461,0.5604474306154009,False,2998,0.0917616806,9,8.0308613693,0.7451474027,0.9732658657,2.0366e-06,6.563e-07,4.2720406611,0.1884831637144088,0.2400109022855758,0.1565926522016525,0.1058884412050247
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2288032919168472,0.7116665160254204,False,1321,0.0546729674,27,10.4012004801,0.7773656795,0.6908954887,3.59e-08,0.0048414962,0.046334757,0.2656558454036712,0.2415270209312439,0.2317323088645935,0.1762978881597519
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,men,3,42,2022|2023|2024|2025,0.2606812119483948,0.8820431379089702,False,805,0.2573398934,29,8.8305359496,0.6778554831,0.7866884015,0.0,0.0,3.1594757836,0.2701261341571808,0.2597965002059936,0.2769079506397247,0.2358942180871963
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,False,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1428210139274597,0.4335581978084178,True,2250,0.0056496583,26,1.397007247,0.7687998299,0.60163109,1.9023027719,0.0006548688,27.6135294735,0.1682748794555664,0.1737628132104873,0.1244973167777061,0.1047489941120147
55dbb3b4955f401fb2e40d26bd160d3b,2026-02-28T23:50:00.160788+00:00,xgboost,women,3,43,2022|2023|2024|2025,0.1878642141819,0.6095177855767366,False,4954,0.3505679671,18,19.8443291966,0.6135058617,0.6474242408,1.251e-07,5.0139e-06,0.0017292618,0.2084340453147888,0.2319493442773819,0.1714838147163391,0.139589712023735
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.2008547782897949,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.2287099212408065,0.2199843227863311,0.2034433335065841,0.1512815803289413
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.2288032919168472,0.7116665160254204,False,1321,0.0546729674,27,10.4012004801,0.7773656795,0.6908954887,3.59e-08,0.0048414962,0.046334757,0.2656558454036712,0.2415270209312439,0.2317323088645935,0.1762978881597519
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,men,3,42,2022|2023|2024|2025,0.2606812119483948,0.8820431379089702,False,805,0.2573398934,29,8.8305359496,0.6778554831,0.7866884015,0.0,0.0,3.1594757836,0.2701261341571808,0.2597965002059936,0.2769079506397247,0.2358942180871963
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.1507845222949981,0.4672761337962223,False,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.1367882043123245,0.1139025539159774
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.1428210139274597,0.4335581978084178,True,2250,0.0056496583,26,1.397007247,0.7687998299,0.60163109,1.9023027719,0.0006548688,27.6135294735,0.1682748794555664,0.1737628132104873,0.1244973167777061,0.1047489941120147
66d5ca9a89214f8e9f97987125245dae,2026-02-28T23:51:27.154974+00:00,xgboost,women,3,43,2022|2023|2024|2025,0.1878642141819,0.6095177855767366,False,4954,0.3505679671,18,19.8443291966,0.6135058617,0.6474242408,1.251e-07,5.0139e-06,0.0017292618,0.2084340453147888,0.2319493442773819,0.1714838147163391,0.139589712023735
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,men,1,42,2022|2023|2024|2025,0.20085477828979492,0.5915115405980396,True,901,0.0152939528,23,11.8712207371,0.8789472116,0.6376709392,0.041795684,1.422e-07,0.0552546451,0.22870992124080658,0.21998432278633118,0.20344333350658417,0.15128158032894135
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,men,2,42,2022|2023|2024|2025,0.22880329191684723,0.7116665160254204,False,1321,0.0546729674,27,10.4012004801,0.7773656795,0.6908954887,3.59e-08,0.0048414962,0.046334757,0.26565584540367126,0.2415270209312439,0.2317323088645935,0.1762978881597519
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,men,3,42,2022|2023|2024|2025,0.2606812119483948,0.8820431379089702,False,805,0.2573398934,29,8.8305359496,0.6778554831,0.7866884015,0.0,0.0,3.1594757836,0.2701261341571808,0.25979650020599365,0.27690795063972473,0.23589421808719635
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,women,1,43,2022|2023|2024|2025,0.15078452229499817,0.4672761337962223,False,2773,0.001312648,19,0.5383424221,0.935685033,0.834857219,0.0346591911,6.02284e-05,30.831492768,0.1748427301645279,0.1776045262813568,0.13678820431232452,0.11390255391597748
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,women,2,43,2022|2023|2024|2025,0.14282101392745972,0.43355819780841787,True,2250,0.0056496583,26,1.397007247,0.7687998299,0.60163109,1.9023027719,0.0006548688,27.6135294735,0.1682748794555664,0.17376281321048737,0.12449731677770615,0.10474899411201477
025e69192d4e4940b0a00adc7e50ab8a,2026-02-28T23:52:40.824529+00:00,xgboost,women,3,43,2022|2023|2024|2025,0.18786421418190002,0.6095177855767366,False,4954,0.3505679671,18,19.8443291966,0.6135058617,0.6474242408,1.251e-07,5.0139e-06,0.0017292618,0.20843404531478882,0.2319493442773819,0.1714838147163391,0.13958971202373505
